Unnamed: 0.2,A_ID,B_ID,preA_ID,preB_ID,symbol,Protein_A,Protein_B,model_1_multimer_score(iptm+ptm),model_1_multimer_score(iptm),model_1_multimer_score(ptm),A template,B template,symbol_r
965,Q01844,P49716,EWSR1,CEBPD,P49716__Q01844,P49716,Q01844,0.14599999618530274,0.12999999523162842,0.21,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '1nwq_A', '1nwq_A', '6mg1_A']","['2cpe_A', '6snj_A', '2lcw_A', '2mmy_A', '7dvq_4', '6y53_o', '6y53_o', '2jrs_A', '1p1t_A', '2kxn_B', '6q0v_D', '6q0w_D', '2rra_A', '5tbx_B', '1x5t_A', '2mks_A', '2leb_A', '4c7q_A', '6ud7_C', '5yvg_X']",Q01844__P49716
966,P47929,P10242,LGALS7B,MYB,P47929__P10242,P47929,P10242,0.17800000476837158,0.15000000596046448,0.29,"['5h9q_A', '3zxf_B', '5h9s_A', '4uw3_A', '1bkz_A', '4xbq_A', '4xzp_A', '2dyc_A', '2d6m_B', '2d6n_B', '5duw_A', '2d6o_X', '4wvv_A', '3wv6_A', '3lsd_A', '2zhn_A', '4ym3_B', '6wab_D', '5cbl_D', '5jp5_D']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__P47929
967,Q66PJ3,P23769,ARL6IP4,GATA2,P23769__Q66PJ3,P23769,Q66PJ3,0.1640000047683716,0.15000000596046448,0.22,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']","['6i6r_B', '4mj2_A', '3w81_B']",Q66PJ3__P23769
968,Q9BQE4,P35221,SELENOS,CTNNA1,P35221__Q9BQE4,P35221,Q9BQE4,0.19999999952316286,0.10999999940395355,0.56,"['6upv_L', '4igg_B', '6bfi_B', '6bfi_A', '6nr7_A', '6upw_L', '1tr2_B', '6o3e_B', '6o3e_A', '6bfi_B', '6bfi_A', '5xfl_C', '5xfl_D', '5h5m_A', '6o3e_B', '6o3e_A', '5h5m_B', '6bfi_B', '6bfi_A', '6o3e_B']","['2q2f_A', '5kiu_A']",Q9BQE4__P35221
969,Q9Y3E7,P49716,CHMP3,CEBPD,Q9Y3E7__P49716,Q9Y3E7,P49716,0.18400000047683718,0.14000000059604645,0.36,"['6tz4_O', '6e8g_MB', '6zh3_A', '2gd5_D', '3frt_B', '3frt_A', '3frv_A', '2xze_Q', '2xze_R', '2xze_R']","['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '1nwq_A', '1nwq_A', '6mg1_A']",P49716__Q9Y3E7
970,Q8N5G0,P42574,SMIM20,CASP3,P42574__Q8N5G0,P42574,Q8N5G0,0.2859999980926514,0.1899999976158142,0.67,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']",[],Q8N5G0__P42574
971,Q13835,P10242,PKP1,MYB,Q13835__P10242,Q13835,P10242,0.21399999713897705,0.1599999964237213,0.43,"['3l6x_A', '1xm9_A', '7rro_H7', '7rro_H9', '7rro_H7', '7rro_H9', '2z6h_A', '7rro_H7', '7rro_H9', '7rro_H7', '7rro_H9', '2z6g_A', '5xjg_C', '6kbm_A', '2z6h_A', '6kbn_C', '4rv1_D', '4rv1_C', '2z6g_A', '3ifq_A']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__Q13835
972,P21980,P01106,TGM2,MYC,P01106__P21980,P01106,P21980,0.3059999990463257,0.2199999988079071,0.65,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['6a8p_A', '6kzb_A', '1l9m_B', '1f13_A', '1l9n_A', '4kty_A', '2q3z_A', '1g0d_A', '2xzz_A', '6g49_A', '6g4h_A', '3idu_A', '2m8x_A', '1l9m_B', '1l9n_A', '3isr_B', '2q3z_A', '6kzb_A', '6a8p_A']",P21980__P01106
973,P17987,P35221,TCP1,CTNNA1,P35221__P17987,P35221,P17987,0.2040000004768372,0.14000000059604645,0.46,"['6upv_L', '4igg_B', '6bfi_B', '6bfi_A', '6nr7_A', '6upw_L', '1tr2_B', '6o3e_B', '6o3e_A', '6bfi_B', '6bfi_A', '5xfl_C', '5xfl_D', '5h5m_A', '6o3e_B', '6o3e_A', '5h5m_B', '6bfi_B', '6bfi_A', '6o3e_B']","['6qb8_a', '3iyg_A', '4v8r_Ba', '4v94_A', '6ks6_A', '4b2t_a', '1q2v_B', '1q3q_D', '3j1e_N', '3j1c_L', '1a6d_A', '1a6e_A', '6qb8_h', '6nr8_O', '6qb8_g', '4b2t_g', '4b2t_h', '5uyx_D', '4xci_A', '4xci_B']",P17987__P35221
974,P05089,P10242,ARG1,MYB,P05089__P10242,P05089,P10242,0.17599999785423281,0.11999999731779099,0.4,"['6ss2_AAA', '4ie1_B', '2aeb_B', '1p8p_A', '4hze_C', '4ixu_C', '6q37_C', '4q3v_C', '4q40_D', '5hj9_A', '1cev_C', '6nfp_C', '2ef4_A', '5ynl_A', '2ef5_E', '3nip_A', '3niq_B', '1gq6_B', '1gq7_F', '3nio_A']","['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']",P10242__P05089
975,Q13557,P35221,CAMK2D,CTNNA1,Q13557__P35221,Q13557,P35221,0.20800000047683717,0.14000000059604645,0.48,"['5u6y_J', '2wel_A', '2bdw_A', '3kk8_A', '3soa_A', '6kmh_B', '6lnm_A', '3c0i_A', '7kl1_A', '6t29_AAA', '4y5q_A', '3mwu_A', '4ysm_A', '5ig1_A', '5ig1_B', '4ieb_A', '3lij_A', '2w4o_A', '6qp5_A', '4mvf_A']","['6upv_L', '4igg_B', '6bfi_B', '6bfi_A', '6nr7_A', '6upw_L', '1tr2_B', '6o3e_B', '6o3e_A', '6bfi_B', '6bfi_A', '5xfl_C', '5xfl_D', '5h5m_A', '6o3e_B', '6o3e_A', '5h5m_B', '6bfi_B', '6bfi_A', '6o3e_B']",P35221__Q13557
976,Q86V81,P18847,ALYREF,ATF3,P18847__Q86V81,P18847,Q86V81,0.11399999856948853,0.07999999821186066,0.25,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']","['2f3j_A', '2kt5_A', '2kn4_A', '3ulh_A', '1p1t_A', '2jrs_A', '7abg_A6', '2kxn_B', '6q0v_D', '6q0w_D', '2mks_A', '2fy1_A', '2dnz_A', '5tbx_B', '2dh7_A', '2rra_A', '7jly_A', '4c7q_A', '6ud7_C', '2leb_A']",Q86V81__P18847
977,P78563,P04626,ADARB1,ERBB2,P04626__P78563,P04626,P78563,0.2499999947547913,0.20999999344348907,0.41,"['7mn5_B', '7mn8_B', '7sz0_B', '7syd_A', '7mn6_A', '7mn5_A', '6j71_A', '3qwq_A', '3njp_B', '4uv7_A', '2ahx_B', '2ahx_A', '4leo_C', '3u7u_D', '4p59_A', '1m6b_B', '5my6_A', '3wsq_A', '2a91_A', '3p11_A']","['6vff_B', '5ed1_D', '1zy7_A', '6vff_A', '2l3j_A', '5dv7_C', '6sdw_A', '5n8m_A', '6v5b_B', '5dv7_C', '2l3j_A', '5dv7_C', '6htu_C', '6vff_B', '5n8m_A', '2ljh_A', '2l33_A', '6sdw_A', '5n8m_A', '6sdw_A']",P78563__P04626
978,P05997,P23769,COL5A2,GATA2,P05997__P23769,P05997,P23769,0.2000000057220459,0.18000000715255737,0.28,"['6fzw_A', '6fzw_C', '5k31_A', '5k31_C', '6fzv_A', '4ae2_C', '4wmq_B', '6usc_A', '5nb8_C', '5nir_B', '1u5m_A', '7pmv_B', '6n29_A', '3bvh_E', '3e1i_B', '1fzc_E', '1m1j_B', '3ghg_H', '7pmv_B']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__P05997
979,Q92974,P01106,ARHGEF2,MYC,P01106__Q92974,P01106,Q92974,0.22400000572204593,0.18000000715255737,0.4,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['4d0n_B', '1x86_A', '1txd_A', '3odo_B', '5jhh_E', '1xcg_E', '3odw_A', '3odw_B', '3odx_A', '3p6a_B', '4mt7_A', '1ki1_B', '2dfk_A', '2dfk_C', '4mt6_A', '5fi0_G', '4yon_A', '2pz1_A']",Q92974__P01106
980,Q9Y383,P49716,LUC7L2,CEBPD,Q9Y383__P49716,Q9Y383,P49716,0.21199999713897705,0.1599999964237213,0.42,"['5zwn_Y', '6n7r_I', '5zwn_Y', '6n7r_I']","['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '1nwq_A', '1nwq_A', '6mg1_A']",P49716__Q9Y383
981,O14880,P42574,MGST3,CASP3,P42574__O14880,P42574,O14880,0.18000000286102297,0.09000000357627869,0.54,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['6ssw_B', '6sss_B', '3pcv_A', '3leo_A', '2q7r_F', '2uui_A', '4bpm_A', '6vgc_B', '4al0_A', '4yl0_A', '6vgi_A', '2h8a_A', '5i9k_A']",O14880__P42574
982,O95476,P01100,CTDNEP1,FOS,O95476__P01100,O95476,P01100,0.1739999978542328,0.11999999731779099,0.39,"['3shq_A', '3qle_A', '4qqf_A', '3ef1_A', '2ght_A', '1ta0_A', '3pgl_B', '4xpz_A', '2wm8_A', '2ah5_A', '3m9l_A', '3r09_A', '2yy6_B', '2hoq_A', '2nyv_A']","['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']",P01100__O95476
983,Q9NX58,P42574,LYAR,CASP3,P42574__Q9NX58,P42574,Q9NX58,0.4619999990463257,0.4699999988079071,0.43,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['6zmi_CE', '6zmo_CE', '1wjv_A', '6zvh_y', '2i13_A', '2i13_B', '2i13_A', '2i13_B', '6ml4_A', '2dlq_A', '2dlq_A', '2i13_A', '2i13_B', '6ml4_A', '2n26_A', '5o85_B', '7mc3_A']",Q9NX58__P42574
984,P28300,P18847,LOX,ATF3,P28300__P18847,P28300,P18847,0.16999999952316286,0.10999999940395355,0.41,"['5ze3_A', '5ze3_B', '5ze3_A', '5ze3_B']","['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']",P18847__P28300
985,P07203,P15336,GPX1,ATF2,P15336__P07203,P15336,P07203,0.18000000047683717,0.14000000059604645,0.34,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['1gp1_A', '2f8a_B', '2gs3_A', '6elw_A', '2r37_A', '6hn3_A', '5h5r_A', '3dwv_B', '2rm5_A', '2v1m_A', '2p5r_B', '2p5q_D', '3cyn_B', '3kij_B', '3e0u_A', '2p31_A', '4nmu_A', '3cmi_A', '6vpd_A', '3gl3_A']",P07203__P15336
986,P32119,P10242,PRDX2,MYB,P32119__P10242,P32119,P10242,0.14000000119209288,0.10000000149011612,0.3,"['3tkr_B', '4k1f_C', '7kiz_H', '4k1f_D', '7kj0_I', '5jcg_D', '3qpm_D', '3qpm_B', '4llr_C', '2pn8_B', '2pn8_H', '5zte_A', '5zte_B', '3ztl_B', '6j13_A', '3tue_B', '5jly_A', '4fh8_G', '4mh2_H', '4kw6_D']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__P32119
987,P23458,P40763,JAK1,STAT3,P40763__P23458,P40763,P23458,0.24800000143051149,0.17000000178813934,0.56,"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']","['4oli_A', '5l04_A', '4po6_A', '6e2q_A', '6e2p_B', '3lxp_A', '4gih_A', '6elr_A', '3eyh_A', '4e1z_A', '6n7a_A', '4jia_A', '7ll4_A', '5lwm_A', '4l00_B', '4l00_A', '1yvj_A', '7c3n_A', '3ugc_A', '6dud_A']",P23458__P40763
988,P31689,P49715,DNAJA1,CEBPA,P49715__P31689,P49715,P31689,0.21200000143051148,0.17000000178813934,0.38,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['7jtk_y', '6jzb_A', '6psi_A', '4j80_B', '1nlt_A', '3agz_A', '2q2g_A', '3agy_B', '7jtk_Y', '3lz8_A', '3lz8_B', '1c3g_A', '1xao_B', '6psi_A', '4j80_B', '6u3s_A', '3agz_A', '6psi_A', '4j7z_D', '2q2g_A']",P31689__P49715
989,Q99733,P15336,NAP1L4,ATF2,P15336__Q99733,P15336,Q99733,0.4720000076293946,0.49000000953674316,0.4,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['2ayu_A', '6k0c_A', '2z2r_A', '2z2r_B', '6k00_B', '6k02_B', '3hfd_A', '3fs3_A', '7c7x_E', '3q66_A', '2zd7_A', '3gyw_A', '7mto_A', '5yps_E', '5yps_B', '7vf4_C', '5day_B', '5x7v_C', '5gpl_A', '5gpk_B']",Q99733__P15336
990,Q02809,P15336,PLOD1,ATF2,P15336__Q02809,P15336,Q02809,0.2959999990463257,0.2199999988079071,0.6,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['6fxr_A', '6tec_A', '6wfv_A', '6ax6_B', '6ax7_A', '6yv8_A', '6yv9_B', '6yv7_B', '5c5u_B', '5c5t_A', '5c5u_A', '5v7y_A', '5v7y_B', '3itq_A', '3dkq_A', '2jig_A', '2jig_B', '6iuq_B', '2v4a_B', '7d5k_B']",Q02809__P15336
991,P06753,P01106,TPM3,MYC,P01106__P06753,P01106,P06753,0.28400000095367434,0.2800000011920929,0.3,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['6x5z_P', '2w49_V', '2efr_A', '2efr_C', '2efs_D', '2d3e_B', '2efr_A', '2efr_C', '2efs_D', '2d3e_B', '7nep_T', '3u1c_B', '3u59_B', '3u1c_B', '3u59_B', '2efr_A', '2efr_C', '2efs_D', '3u59_B', '1ic2_C']",P06753__P01106
992,Q01995,P15336,TAGLN,ATF2,P15336__Q01995,P15336,Q01995,0.1340000011920929,0.10000000149011612,0.27,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']","['2rr8_A', '1p5s_A', '5l0o_D', '3i6x_C', '1p2x_A', '1wyn_A', '1wyp_A', '1wym_A', '1ujo_A', '2d86_A', '6nf1_A', '1h67_A', '2l3g_A', '1wyr_A', '1rt8_A', '1pxy_B', '1aoa_A', '5bvr_A', '6sl3_A', '6sl2_A']",Q01995__P15336
993,Q14764,P49715,MVP,CEBPA,P49715__Q14764,P49715,Q14764,0.18800000047683718,0.14000000059604645,0.38,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['4v60_I', '4v60_I', '3gf5_B', '3gnf_B', '4v60_I', '3gf5_B', '3gnf_B', '4v60_I', '3gf5_B', '3gf5_B', '3gnf_B', '3gnf_B', '1y7x_A', '1y7x_A', '1y7x_A', '1y7x_A']",Q14764__P49715
994,P12110,P42574,COL6A2,CASP3,P42574__P12110,P42574,P12110,0.15999999618530275,0.12999999523162842,0.28,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['4cn9_A', '4cn9_B', '4cn9_A', '4cn9_B', '4neh_A', '4cn9_A', '4cn9_B', '5e6u_A', '4neh_A', '5e6s_C', '1n3y_A', '1idn_2', '2b2x_B', '1mf7_A', '1ao3_B', '1mhp_B', '1atz_B', '5e6u_A', '4okr_B', '1atz_A']",P12110__P42574
995,Q12849,P01106,GRSF1,MYC,P01106__Q12849,P01106,Q12849,0.15199999618530274,0.12999999523162842,0.24,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['6r5k_H', '6r5k_H', '6r5k_H', '7dvq_4', '6n7p_F', '6y53_o', '7dvq_4', '6y53_o', '2kxh_A', '5mmj_v', '6r5k_H', '5mmj_v', '2kxh_A', '1po6_A', '5x8p_v', '5x8r_v', '6dhs_A', '6dhs_B', '6n7p_F', '2lyv_A']",Q12849__P01106
996,Q9UNQ2,P23769,DIMT1,GATA2,Q9UNQ2__P23769,Q9UNQ2,P23769,0.2000000004768372,0.14000000059604645,0.44,"['6ift_A', '3fuw_A', '3fux_C', '4gc5_A', '3fut_B', '3uzu_A', '3gru_A', '3fyd_A', '1qyr_B', '6rbd_y', '6zqf_JL', '3ftf_A', '3tqs_D', '6w6f_A', '6nvm_A', '1zq9_B', '4jxj_A', '3ftd_A', '2h1r_B', '6ifv_B']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__Q9UNQ2
997,Q9HDC9,P04626,APMAP,ERBB2,P04626__Q9HDC9,P04626,Q9HDC9,0.22400000143051146,0.17000000178813934,0.44,"['7mn5_B', '7mn8_B', '7sz0_B', '7syd_A', '7mn6_A', '7mn5_A', '6j71_A', '3qwq_A', '3njp_B', '4uv7_A', '2ahx_B', '2ahx_A', '4leo_C', '3u7u_D', '4p59_A', '1m6b_B', '5my6_A', '3wsq_A', '2a91_A', '3p11_A']","['4iyg_B', '2fp8_B', '6s5m_A', '6zea_A', '2dg1_E', '2dso_C', '3dr2_A', '3dr2_B', '6i3b_B', '3e5z_B', '7plb_B', '7pld_B', '3wwa_A', '6h0a_A', '6i3b_B', '3wwa_A', '6s5m_A', '6rel_B', '6fpt_A', '6fq3_A']",Q9HDC9__P04626
998,P69849,P04626,NOMO3,ERBB2,P69849__P04626,P69849,P04626,error,error,error,error,error,P04626__P69849
999,Q12905,P18846,ILF2,ATF1,P18846__Q12905,P18846,Q12905,0.22200000047683718,0.14000000059604645,0.55,"['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']","['4at7_A', '4at7_B', '4rwn_A', '4s3n_A', '6p80_A', '6u7b_C', '4xq7_A', '1px5_A', '6e0k_A', '1r89_A', '1r8c_A', '2dr9_A']",Q12905__P18846
1000,P35754,P49715,GLRX,CEBPA,P49715__P35754,P49715,P35754,0.16800000047683716,0.14000000059604645,0.28,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['4i2u_A', '2ht9_B', '5zvl_B', '7ncv_A', '1b4q_A', '2fls_A', '4rqr_A', '2hze_A', '2hze_B', '5kqa_A', '3fza_A', '5gtx_A', '2e7p_C', '3rhb_A', '2lv3_A', '3h8q_A', '2cq9_A', '1z7p_A', '3uiw_A', '3uiw_B']",P35754__P49715
1001,Q12905,P16220,ILF2,CREB1,P16220__Q12905,P16220,Q12905,0.2240000047683716,0.15000000596046448,0.52,"['6iak_F', '5zk1_A', '1dh3_A', '2e42_B', '5vpe_C', '6uci_D', '1a02_J', '1a02_F', '5t01_A', '2wt7_A', '6iak_D', '1t2k_D', '1t2k_C', '2dgc_A', '1s9k_E', '1ysa_C', '2lxt_C']","['4at7_A', '4at7_B', '4rwn_A', '4s3n_A', '6p80_A', '6u7b_C', '4xq7_A', '1px5_A', '6e0k_A', '1r89_A', '1r8c_A', '2dr9_A']",Q12905__P16220
1002,Q08945,P23769,SSRP1,GATA2,P23769__Q08945,P23769,Q08945,0.3560000104904175,0.33000001311302185,0.46,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']","['6upl_H', '7nky_O', '5ums_A', '4ifs_A', '4pq0_A', '3fss_A', '4khb_B', '3f5r_A', '5umr_A', '6l1r_A', '2yrq_A', '2yrq_A', '2gzk_A', '2lhj_A', '1j5n_A', '2gzk_A', '5ze0_N', '5ze0_N', '6cil_N', '1j3c_A']",Q08945__P23769
1003,Q06210,P04626,GFPT1,ERBB2,P04626__Q06210,P04626,Q06210,0.23200000572204593,0.18000000715255737,0.44,"['7mn5_B', '7mn8_B', '7sz0_B', '7syd_A', '7mn6_A', '7mn5_A', '6j71_A', '3qwq_A', '3njp_B', '4uv7_A', '2ahx_B', '2ahx_A', '4leo_C', '3u7u_D', '4p59_A', '1m6b_B', '5my6_A', '3wsq_A', '2a91_A', '3p11_A']","['6r4e_A', '7ndl_B', '3ooj_H', '1jxa_C', '4amv_C', '2zj3_A', '1moq_A', '1mos_A', '2v4m_D', '3tbf_A', '3tbf_E', '7dnr_B', '2poc_B', '2puv_B', '4s1w_B', '7kqa_A', '7kqa_B', '3fj1_C', '1xff_A', '1xfg_B']",Q06210__P04626
1004,Q9Y6C2,P01106,EMILIN1,MYC,Q9Y6C2__P01106,Q9Y6C2,P01106,0.2040000023841858,0.20000000298023224,0.22,"['2oii_B', '5kca_A', '5kca_A', '5kca_A', '4dou_A', '4dou_A', '4dou_A', '5hkj_A', '5hzf_A', '5hkj_A', '5hzf_A', '5hkj_A', '5hzf_A', '6u66_B', '4oum_A', '5kwr_A', '4ous_A', '4f3j_A', '4nn0_A', '5h48_A']","['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']",P01106__Q9Y6C2
1005,P35754,P04626,GLRX,ERBB2,P04626__P35754,P04626,P35754,0.1959999978542328,0.11999999731779099,0.5,"['7mn5_B', '7mn8_B', '7sz0_B', '7syd_A', '7mn6_A', '7mn5_A', '6j71_A', '3qwq_A', '3njp_B', '4uv7_A', '2ahx_B', '2ahx_A', '4leo_C', '3u7u_D', '4p59_A', '1m6b_B', '5my6_A', '3wsq_A', '2a91_A', '3p11_A']","['4i2u_A', '2ht9_B', '5zvl_B', '7ncv_A', '1b4q_A', '2fls_A', '4rqr_A', '2hze_A', '2hze_B', '5kqa_A', '3fza_A', '5gtx_A', '2e7p_C', '3rhb_A', '2lv3_A', '3h8q_A', '2cq9_A', '1z7p_A', '3uiw_A', '3uiw_B']",P35754__P04626
